time x y vx vy mass
16.98 1737.57 619.338 111.673 -0.195921 500
16.99 1738.68 619.335 111.623 -0.293937 500
17 1739.8 619.331 111.573 -0.391911 500
17.01 1740.91 619.326 111.523 -0.489844 500
17.02 1742.03 619.32 111.473 -0.587734 500
17.03 1743.14 619.313 111.423 -0.685582 500
17.04 1744.26 619.305 111.374 -0.783389 500
17.05 1745.37 619.297 111.324 -0.881154 500
17.06 1746.48 619.287 111.274 -0.978877 500
17.07 1747.59 619.276 111.224 -1.07656 500
17.08 1748.71 619.264 111.175 -1.1742 500
17.09 1749.82 619.252 111.125 -1.2718 500
17.1 1750.93 619.238 111.076 -1.36935 500
17.11 1752.04 619.223 111.026 -1.46687 500
17.12 1753.15 619.208 110.977 -1.56435 500
17.13 1754.26 619.191 110.927 -1.66178 500
17.14 1755.37 619.173 110.878 -1.75917 500
17.15 1756.47 619.155 110.829 -1.85652 500
17.16 1757.58 619.135 110.779 -1.95383 500
17.17 1758.69 619.115 110.73 -2.0511 500
17.18 1759.8 619.093 110.681 -2.14833 500
17.19 1760.9 619.071 110.632 -2.24551 500
17.2 1762.01 619.047 110.582 -2.34266 500
17.21 1763.11 619.023 110.533 -2.43976 500
17.22 1764.22 618.998 110.484 -2.53683 500
17.23 1765.32 618.971 110.435 -2.63385 500
17.24 1766.43 618.944 110.386 -2.73083 500
17.25 1767.53 618.916 110.337 -2.82777 500
17.26 1768.63 618.886 110.288 -2.92468 500
17.27 1769.73 618.856 110.239 -3.02154 500
17.28 1770.84 618.825 110.191 -3.11836 500
17.29 1771.94 618.793 110.142 -3.21514 500
17.3 1773.04 618.76 110.093 -3.31187 500
17.31 1774.14 618.726 110.044 -3.40857 500
17.32 1775.24 618.691 109.996 -3.50523 500
17.33 1776.34 618.655 109.947 -3.60185 500
17.34 1777.44 618.618 109.899 -3.69843 500
17.35 1778.54 618.58 109.85 -3.79496 500
17.36 1779.63 618.541 109.802 -3.89146 500
17.37 1780.73 618.501 109.753 -3.98792 500
17.38 1781.83 618.46 109.705 -4.08434 500
17.39 1782.93 618.418 109.656 -4.18071 500
17.4 1784.02 618.375 109.608 -4.27705 500
17.41 1785.12 618.332 109.56 -4.37335 500
17.42 1786.21 618.287 109.511 -4.46961 500
17.43 1787.31 618.241 109.463 -4.56582 500
17.44 1788.4 618.195 109.415 -4.662 500
17.45 1789.49 618.147 109.367 -4.75814 500
17.46 1790.59 618.099 109.319 -4.85424 500
17.47 1791.68 618.049 109.271 -4.9503 500
17.48 1792.77 617.999 109.223 -5.04632 500
17.49 1793.86 617.947 109.175 -5.1423 500
17.5 1794.96 617.895 109.127 -5.23824 500
17.51 1796.05 617.841 109.079 -5.33414 500
17.52 1797.14 617.787 109.031 -5.43 500
17.53 1798.23 617.732 108.983 -5.52582 500
17.54 1799.32 617.676 108.935 -5.6216 500
17.55 1800.4 617.619 108.887 -5.71735 500
17.56 1801.49 617.56 108.84 -5.81305 500
17.57 1802.58 617.501 108.792 -5.90871 500
17.58 1803.67 617.441 108.744 -6.00434 500
17.59 1804.76 617.38 108.697 -6.09993 500
17.6 1805.84 617.318 108.649 -6.19547 500
17.61 1806.93 617.255 108.602 -6.29098 500
17.62 1808.01 617.192 108.554 -6.38645 500
17.63 1809.1 617.127 108.507 -6.48188 500
17.64 1810.18 617.061 108.459 -6.57727 500
17.65 1811.27 616.994 108.412 -6.67263 500
17.66 1812.35 616.927 108.365 -6.76794 500
17.67 1813.43 616.858 108.317 -6.86322 500
17.68 1814.52 616.788 108.27 -6.95845 500
17.69 1815.6 616.718 108.223 -7.05365 500
17.7 1816.68 616.646 108.175 -7.14881 500
17.71 1817.76 616.574 108.128 -7.24393 500
17.72 1818.84 616.5 108.081 -7.33901 500
17.73 1819.92 616.426 108.034 -7.43406 500
17.74 1821 616.351 107.987 -7.52906 500
17.75 1822.08 616.275 107.94 -7.62403 500
17.76 1823.16 616.197 107.893 -7.71896 500
17.77 1824.24 616.119 107.846 -7.81385 500
17.78 1825.32 616.04 107.799 -7.9087 500
17.79 1826.4 615.96 107.752 -8.00351 500
17.8 1827.47 615.879 107.705 -8.09829 500
17.81 1828.55 615.797 107.659 -8.19303 500
17.82 1829.63 615.714 107.612 -8.28772 500
17.83 1830.7 615.631 107.565 -8.38239 500
17.84 1831.78 615.546 107.518 -8.47701 500
17.85 1832.85 615.46 107.472 -8.57159 500
17.86 1833.93 615.373 107.425 -8.66614 500
17.87 1835 615.286 107.379 -8.76065 500
17.88 1836.07 615.197 107.332 -8.85512 500
17.89 1837.15 615.108 107.286 -8.94955 500
17.9 1838.22 615.017 107.239 -9.04395 500
17.91 1839.29 614.926 107.193 -9.13831 500
17.92 1840.36 614.834 107.146 -9.23263 500
17.93 1841.43 614.74 107.1 -9.32691 500
17.94 1842.5 614.646 107.053 -9.42115 500
17.95 1843.57 614.551 107.007 -9.51536 500
17.96 1844.64 614.455 106.961 -9.60953 500
17.97 1845.71 614.358 106.915 -9.70366 500
17.98 1846.78 614.26 106.868 -9.79775 500
17.99 1847.85 614.161 106.822 -9.89181 500
18 1848.92 614.061 106.776 -9.98583 500
18.01 1849.98 613.96 106.73 -10.0798 500
18.02 1851.05 613.859 106.684 -10.1738 500
18.03 1852.12 613.756 106.638 -10.2677 500
18.04 1853.18 613.652 106.592 -10.3615 500
18.05 1854.25 613.548 106.546 -10.4554 500
18.06 1855.31 613.442 106.5 -10.5492 500
18.07 1856.38 613.336 106.454 -10.6429 500
18.08 1857.44 613.228 106.408 -10.7366 500
18.09 1858.51 613.12 106.363 -10.8303 500
18.1 1859.57 613.011 106.317 -10.924 500
18.11 1860.63 612.901 106.271 -11.0176 500
18.12 1861.69 612.79 106.225 -11.1112 500
18.13 1862.75 612.678 106.18 -11.2047 500
18.14 1863.82 612.565 106.134 -11.2982 500
18.15 1864.88 612.451 106.088 -11.3916 500
18.16 1865.94 612.336 106.043 -11.4851 500
18.17 1867 612.22 105.997 -11.5785 500
18.18 1868.06 612.103 105.952 -11.6718 500
18.19 1869.12 611.986 105.906 -11.7651 500
18.2 1870.17 611.867 105.861 -11.8584 500
18.21 1871.23 611.748 105.815 -11.9516 500
18.22 1872.29 611.627 105.77 -12.0448 500
18.23 1873.35 611.506 105.724 -12.138 500
18.24 1874.4 611.383 105.679 -12.2311 500
18.25 1875.46 611.26 105.634 -12.3242 500
18.26 1876.52 611.136 105.589 -12.4173 500
18.27 1877.57 611.011 105.543 -12.5103 500
18.28 1878.63 610.885 105.498 -12.6033 500
18.29 1879.68 610.758 105.453 -12.6963 500
18.3 1880.74 610.63 105.408 -12.7892 500
18.31 1881.79 610.501 105.363 -12.882 500
18.32 1882.84 610.371 105.318 -12.9749 500
18.33 1883.9 610.241 105.273 -13.0677 500
18.34 1884.95 610.109 105.228 -13.1605 500
18.35 1886 609.977 105.183 -13.2532 500
18.36 1887.05 609.843 105.138 -13.3459 500
18.37 1888.1 609.709 105.093 -13.4385 500
18.38 1889.15 609.573 105.048 -13.5312 500
18.39 1890.2 609.437 105.003 -13.6238 500
18.4 1891.25 609.3 104.958 -13.7163 500
18.41 1892.3 609.162 104.914 -13.8088 500
18.42 1893.35 609.023 104.869 -13.9013 500
18.43 1894.4 608.883 104.824 -13.9937 500
18.44 1895.45 608.742 104.779 -14.0861 500
18.45 1896.49 608.6 104.735 -14.1785 500
18.46 1897.54 608.458 104.69 -14.2708 500
18.47 1898.59 608.314 104.646 -14.3631 500
18.48 1899.63 608.169 104.601 -14.4554 500
18.49 1900.68 608.024 104.556 -14.5476 500
18.5 1901.72 607.878 104.512 -14.6398 500
18.51 1902.77 607.73 104.468 -14.732 500
18.52 1903.81 607.582 104.423 -14.8241 500
18.53 1904.86 607.433 104.379 -14.9162 500
18.54 1905.9 607.283 104.334 -15.0082 500
18.55 1906.94 607.132 104.29 -15.1002 500
18.56 1907.98 606.98 104.246 -15.1922 500
18.57 1909.03 606.827 104.201 -15.2842 500
18.58 1910.07 606.673 104.157 -15.3761 500
18.59 1911.11 606.519 104.113 -15.4679 500
18.6 1912.15 606.363 104.069 -15.5598 500
18.61 1913.19 606.206 104.025 -15.6516 500
18.62 1914.23 606.049 103.98 -15.7433 500
18.63 1915.27 605.891 103.936 -15.8351 500
18.64 1916.31 605.731 103.892 -15.9268 500
18.65 1917.35 605.571 103.848 -16.0184 500
18.66 1918.38 605.41 103.804 -16.1101 500
18.67 1919.42 605.248 103.76 -16.2016 500
18.68 1920.46 605.085 103.716 -16.2932 500
18.69 1921.5 604.921 103.672 -16.3847 500
18.7 1922.53 604.757 103.628 -16.4762 500
18.71 1923.57 604.591 103.585 -16.5676 500
18.72 1924.6 604.424 103.541 -16.6591 500
18.73 1925.64 604.257 103.497 -16.7504 500
18.74 1926.67 604.088 103.453 -16.8418 500
18.75 1927.71 603.919 103.409 -16.9331 500
18.76 1928.74 603.749 103.366 -17.0244 500
18.77 1929.77 603.578 103.322 -17.1156 500
18.78 1930.81 603.406 103.278 -17.2068 500
18.79 1931.84 603.233 103.235 -17.298 500
18.8 1932.87 603.059 103.191 -17.3891 500
